Sepal.Length,Sepal.Width,Petal.Length,Petal.Width
5.667376758284549,2.6386819565496187,3.9177848805862725,1.1996137761505348
6.520773047718055,3.4276483257896357,4.5795273032179,1.6240522384371983
6.49680497639369,3.228412402807297,4.78139731428839,1.6734522338575895
6.04797178071352,2.7277107697056544,4.540123620024089,1.4799202431179985
5.362002343131201,2.2021801494493918,3.8729429447446138,1.1011274391973436
5.558871273717154,2.76750358936712,3.54838179853139,1.0663005713360605
5.738327517649764,2.750346666435671,3.9154453216934932,1.2189473835566522
5.660078015595585,2.5379925902643135,4.029079477076742,1.2285150207792812
6.710369317817246,3.6819528533563197,4.628164184617086,1.6909834717360832
4.663905679247736,2.1096415747659703,2.6433399493304264,0.5624787490820294
5.9112892758739495,2.885220619044657,4.080724586453326,1.3136378082530034
6.835163108200876,2.971400641456076,5.7531799268820265,2.0390612772517835
6.744265792320127,2.863750115240785,5.712097002267624,2.002031276175832
7.09263819706252,3.233776713138361,5.922529471519034,2.158688337604531
6.348862721010375,2.2389392367256007,5.7282626907960985,1.8951565129952455
7.001930913160456,3.0743784129009564,5.946236855919333,2.1397335512667737
7.477168994320133,3.5216976701792886,6.304836063822075,2.37333745265312
4.903242617572429,1.1275946514831081,4.327012870060349,1.098212160163114
6.529777370768081,2.9803821887479605,5.153704438164371,1.7862981610191175
6.770311200460529,2.391557899716708,6.350134136407194,2.186840000555076
7.466836914241936,3.5006491537040665,6.31113708203887,2.3721799184346732
7.020833152688047,3.2418254296380815,5.774184163795331,2.097200496095244
6.299777212989605,2.609490634698061,5.172380595365568,1.7267099523887044
6.476474234153069,2.73056931942357,5.362030097457974,1.8292311520993287
5.678445893845947,2.1992077647890227,4.486238952529474,1.3608493913486401
6.153499579952299,2.12727729633502,5.490931327075217,1.7741148107124243
6.5558370621417,2.940404789752073,5.253676227620172,1.8214458331455514
6.270503273146632,2.2432472345661205,5.57194807698877,1.829605828545512
7.930877218368034,4.361378730594586,6.133483044822214,2.45346876241157
7.832247117625801,2.8265660057547737,7.85427248911679,2.904332706649375
5.834688294702258,2.9641352941800787,3.8349146799400575,1.2236889412698553
7.309818696348117,3.6717211297350776,5.795679028655982,2.1845765737817087
5.947813546609615,2.64924454098591,4.444867037101085,1.425213138415774
7.116360166521639,3.243914803339897,5.95560579086395,2.174570306147262
6.510645713174029,3.3210429278105456,4.692738172376818,1.652689786034935
7.110888246138485,3.7643384141731295,5.297154875263567,1.9898782421231933
6.515954871145537,2.458439895969389,5.7768773741775945,1.9557429426456467
6.736072448537874,2.927000891887439,5.617568297910466,1.9734299501619859
6.309855489550075,3.441401862096803,4.1560939416990825,1.446864365443373
6.723454217979768,2.810031714276387,5.7388832716240366,2.003620088657497
6.829165868126288,3.0583655956511357,5.633358436498564,2.0040432255614316
6.9055100944274725,3.088207432587898,5.743275544411184,2.056120636124914
7.737341554027889,3.142747076779622,7.27781205866137,2.717256279389522
6.482851155645409,2.867152268453715,5.20427340944452,1.7871466417445254
6.080666506157984,2.650152530695054,4.699663987963226,1.5335060175861899
6.180486580354124,1.5724637337539473,6.233643129193862,1.988304435766203
7.290523049910396,3.5881368630836596,5.862567569818843,2.1977469813648547
7.2509298384526675,4.173387189249691,5.057678473716733,1.9627117558696017
6.541433276267753,3.2564333262102987,4.832483974426804,1.7002324396654245
5.702728466584504,2.674804251964188,3.9409152200444537,1.2160049233364678
7.095451977379238,3.4845858366957962,5.615701031446905,2.074135296833604
6.021411861223428,2.4158563250216103,4.877206964761493,1.566200346446215
7.085507912015274,4.421210644597057,4.430478551018016,1.741659920549912
6.118618554544973,2.506759756645124,4.951293814396328,1.6141876567366977
7.008144267850216,2.760347369735876,6.3491642861216695,2.2535595494949416
7.088681256603687,3.096737653440787,6.085515842929917,2.2029091304040183
6.579164116353441,2.867440789109699,5.389451082442526,1.8657825852712269
6.944160490893383,3.239785852217519,5.629021484362234,2.0352268768481365
6.440302142774691,3.2449087264022394,4.652013133528198,1.6215486087584212
6.945661877530032,3.750682670695924,4.995864452246989,1.859534548374005
6.028811348241708,2.228234237432919,5.125044471616935,1.6372215407471475
